1	0.984334	0.984334	0.984375	0.984334	0.984334	0.98385	0.984334	0.984334	0.984375	0.984334	0.984375	0.984375	0.984375	0.984375	0.984334	0.983882	0.984334	0.98385	0.984334	0.984334	0.984334	0.984375	0.984334	0.983841	0.984375	
2	0.984327	0.984375	0.984327	0.984327	0.984375	0.984327	0.984299	0.984327	0.984375	0.984299	0.984375	0.984375	0.984299	0.984299	0.983802	0.984375	0.984299	0.984327	0.984327	0.984299	0.98388	0.983819	0.984375	0.984375	0.984375	
3	0.491489	0.490996	0.984375	0.500693	0.984405	0.984375	0.984455	0.984455	0.984455	0.984482	0.984375	0.984482	0.983979	0.984482	0.500807	0.491489	0.984482	0.500889	0.984375	0.491489	0.984375	0.984375	0.984375	0.984375	0.98393	
4	0.98423	0.984375	0.515137	0.983879	0.984375	0.984375	0.983877	0.983932	0.520308	0.98423	0.486695	0.520128	0.984375	0.984375	0.535189	0.535211	0.507226	0.49829	0.508634	0.98423	0.984375	0.983896	0.515137	0.984375	0.5	
5	0.984337	0.983884	0.984375	0.513115	0.984375	0.983884	0.50096	0.505741	0.50573	0.983881	0.984375	0.984455	0.984375	0.984337	0.984349	0.984375	0.984337	0.501944	0.983898	0.984375	0.984476	0.984375	0.506115	0.505842	0.984375	
6	0.984362	0.984371	0.983394	0.984371	0.984375	0.497093	0.490328	0.984375	0.50193	0.729056	0.510385	0.984407	0.984362	0.497162	0.983389	0.984371	0.984343	0.984407	0.626455	0.51148	0.984407	0.984389	0.984389	0.984362	0.492646	
7	0.4972	0.610357	0.505282	0.50385	0.380498	0.984375	0.507196	0.518157	0.510742	0.984375	0.385349	0.984375	0.398442	0.984536	0.498598	0.984375	0.511774	0.984352	0.984375	0.984387	0.984375	0.516928	0.984536	0.983895	0.984375	
8	0.984375	0.375082	0.324223	0.984386	0.457066	0.984375	0.984375	0.984386	0.984375	0.618246	0.984375	0.984386	0.391391	0.984375	0.984375	0.984375	0.983401	0.983895	0.984375	0.983888	0.502809	0.984382	0.984375	0.983817	0.984382	
9	0.98438	0.98438	0.984374	0.984397	0.98438	0.50825	0.983398	0.984375	0.984374	0.984375	0.984375	0.984375	0.983903	0.439004	0.984375	0.983391	0.984375	0.482417	0.984374	0.983902	0.984375	0.503876	0.984374	0.984374	0.984375	
10	0.506051	0.983916	0.507339	0.984503	0.984372	0.518967	0.983878	0.984375	0.509743	0.331512	0.502214	0.383179	0.984411	0.984375	0.984356	0.984491	0.984372	0.984333	0.984375	0.983891	0.984289	0.984375	0.501564	0.984375	0.984375	
11	0.514399	0.984375	0.984375	0.984375	0.983884	0.984395	0.98435	0.984375	0.50495	0.61917	0.983607	0.983896	0.611822	0.983885	0.984371	0.984396	0.984375	0.984362	0.983901	0.46246	0.399793	0.389698	0.983893	0.983405	0.546824	
12	0.683422	0.98388	0.984375	0.984413	0.511787	0.983928	0.984375	0.984375	0.984375	0.521571	0.983926	0.983891	0.983889	0.984448	0.984375	0.460365	0.984375	0.984375	0.984293	0.984375	0.984448	0.984375	0.983883	0.984408	0.984413	
13	0.984375	0.39257	0.498041	0.505871	0.469719	0.984413	0.984349	0.98436	0.984375	0.984375	0.983884	0.984375	0.984375	0.984375	0.983867	0.984375	0.984375	0.983887	0.984518	0.983886	0.327717	0.984375	0.984375	0.98409	0.983867	
14	0.984545	0.984243	0.984375	0.984379	0.984361	0.984375	0.984349	0.984375	0.984375	0.500385	0.983791	0.495529	0.984243	0.984462	0.984243	0.983891	0.984375	0.984375	0.984375	0.984607	0.984271	0.984375	0.510151	0.983894	0.984607	
15	0.984347	0.506818	0.984434	0.983889	0.984375	0.984375	0.984375	0.984375	0.984375	0.984375	0.984375	0.9839	0.984375	0.984375	0.984345	0.983886	0.984375	0.984382	0.984375	0.984375	0.984375	0.984375	0.984264	0.983899	0.983884	
16	0.9839	0.983879	0.498186	0.984375	0.984348	0.984375	0.984375	0.984375	0.984369	0.984375	0.984361	0.984375	0.984375	0.984335	0.983884	0.984381	0.685576	0.983398	0.984322	0.984375	0.984322	0.984375	0.984348	0.983886	0.983887	
17	0.984375	0.984375	0.984375	0.98433	0.984375	0.984357	0.983973	0.983873	0.984484	0.984415	0.984383	0.983885	0.984386	0.984375	0.984368	0.984246	0.984375	0.983906	0.984375	0.984375	0.984375	0.984383	0.98433	0.984386	0.983413	
18	0.984375	0.984375	0.984385	0.588679	0.984375	0.984375	0.984375	0.984358	0.984375	0.982899	0.984375	0.514647	0.984231	0.984375	0.984375	0.984375	0.9843	0.984367	0.984358	0.984385	0.983875	0.984491	0.523236	0.984491	0.984375	
19	0.98388	0.984375	0.984375	0.401873	0.984433	0.983869	0.984375	0.983903	0.984375	0.984393	0.984375	0.984388	0.983888	0.984394	0.984375	0.505503	0.98389	0.98437	0.984375	0.984375	0.984371	0.983398	0.515555	0.983936	0.984304	
20	0.983832	0.984375	0.984343	0.984375	0.98438	0.984375	0.984375	0.984461	0.984372	0.502902	0.984368	0.984375	0.984375	0.983871	0.98389	0.511229	0.984375	0.984375	0.98438	0.984185	0.983981	0.984375	0.984375	0.984372	0.984375	
21	0.984406	0.984375	0.984365	0.98245	0.983895	0.984375	0.984368	0.984383	0.984383	0.984365	0.984375	0.984365	0.984375	0.984368	0.98348	0.984365	0.984375	0.984375	0.984383	0.984375	0.983871	0.984365	0.984375	0.983895	0.983957	
22	0.984437	0.98434	0.984437	0.984375	0.426716	0.703768	0.984402	0.984375	0.984375	0.98389	0.984437	0.98434	0.984375	0.984375	0.983901	0.984289	0.984407	0.984375	0.984361	0.984402	0.984274	0.98436	0.984375	0.984375	0.984402	
23	0.984375	0.98439	0.984397	0.984375	0.984375	0.527845	0.98438	0.984375	0.984362	0.513304	0.984405	0.984375	0.984375	0.983902	0.98444	0.984375	0.984382	0.984375	0.983891	0.984362	0.9844	0.984375	0.984037	0.984375	0.984375	
24	0.984373	0.984282	0.984405	0.393099	0.984375	0.984353	0.508308	0.984283	0.984375	0.984377	0.984375	0.984375	0.983893	0.983887	0.984374	0.984375	0.984375	0.984353	0.984147	0.984379	0.984353	0.495997	0.984375	0.984375	0.983883	
25	0.98437	0.984375	0.98389	0.984375	0.984375	0.984375	0.984375	0.984375	0.984375	0.984382	0.984348	0.984477	0.984375	0.487956	0.984375	0.984564	0.984366	0.983889	0.984375	0.983886	0.983893	0.984375	0.984489	0.984375	0.984375	
26	0.984375	0.984353	0.984375	0.984375	0.984375	0.984387	0.524901	0.98443	0.499408	0.983888	0.984564	0.527365	0.984375	0.984375	0.983882	0.984365	0.983919	0.984372	0.984502	0.984293	0.983888	0.984502	0.570549	0.984502	0.98389	
27	0.984424	0.984375	0.984366	0.984375	0.98441	0.984368	0.984377	0.984382	0.984375	0.984383	0.984375	0.984366	0.984377	0.40906	0.983874	0.984375	0.984375	0.984375	0.47774	0.983925	0.983864	0.984375	0.984368	0.984375	0.983886	
28	0.983888	0.984451	0.984343	0.984556	0.984382	0.984529	0.984382	0.983956	0.514184	0.984375	0.98437	0.525398	0.984428	0.983887	0.983855	0.984381	0.984382	0.984375	0.98437	0.982912	0.983897	0.984375	0.984034	0.984388	0.984489	
29	0.984375	0.984375	0.983312	0.983896	0.984329	0.984375	0.984375	0.984361	0.984345	0.984302	0.984375	0.984389	0.984375	0.983398	0.983865	0.983982	0.638199	0.983887	0.984375	0.984394	0.983989	0.984375	0.98438	0.984375	0.983887	
30	0.984359	0.984349	0.984351	0.983875	0.984375	0.370292	0.984375	0.984375	0.984375	0.984332	0.984375	0.98389	0.983885	0.984375	0.984411	0.984375	0.983881	0.984352	0.984326	0.984351	0.984375	0.385402	0.984388	0.983398	0.984383	
31	0.984329	0.983401	0.984365	0.571803	0.984375	0.984375	0.984365	0.984262	0.984375	0.984375	0.366715	0.983888	0.984365	0.984395	0.984375	0.984375	0.98386	0.984338	0.984358	0.984375	0.984395	0.984375	0.984375	0.470203	0.984375	
32	0.984536	0.984375	0.984381	0.984385	0.983856	0.98389	0.984375	0.984375	0.984375	0.984383	0.983905	0.984375	0.984387	0.983881	0.984375	0.984375	0.983883	0.984385	0.983887	0.984385	0.984375	0.98436	0.984323	0.984368	0.983243	
33	0.983892	0.983839	0.984356	0.984392	0.330407	0.984356	0.984398	0.508208	0.984375	0.984368	0.984259	0.984375	0.984375	0.984371	0.983893	0.984378	0.984375	0.984375	0.984044	0.984356	0.984392	0.544231	0.983888	0.984423	0.984375	
34	0.984544	0.984358	0.517684	0.428547	0.984372	0.347238	0.984375	0.984375	0.984345	0.983868	0.984375	0.984375	0.983356	0.984433	0.983894	0.983879	0.984375	0.984375	0.983949	0.984375	0.984358	0.984415	0.984375	0.421393	0.984353	
35	0.984375	0.984379	0.984375	0.501471	0.984392	0.983881	0.984375	0.984385	0.984375	0.984374	0.984375	0.394834	0.984383	0.984385	0.984397	0.983892	0.984375	0.360003	0.334912	0.983857	0.984397	0.983902	0.276107	0.984325	0.984374	
36	0.984401	0.984325	0.984375	0.98437	0.369154	0.984375	0.984171	0.984375	0.984375	0.984377	0.983831	0.984389	0.984375	0.984346	0.984375	0.984326	0.584986	0.984568	0.984375	0.983886	0.983893	0.984389	0.98439	0.509083	0.984375	
37	0.511233	0.984375	0.983885	0.983879	0.984333	0.984375	0.983529	0.984448	0.395271	0.984375	0.98443	0.983876	0.333899	0.984375	0.984375	0.983862	0.984375	0.984188	0.984375	0.984375	0.984333	0.984375	0.984375	0.983398	0.984375	
38	0.984375	0.984382	0.983896	0.984375	0.533691	0.984342	0.403697	0.98437	0.983893	0.984375	0.984338	0.983892	0.984342	0.984375	0.984375	0.408865	0.984405	0.376434	0.983887	0.984375	0.984357	0.984395	0.344376	0.983887	0.984375	
39	0.983398	0.983866	0.984383	0.984375	0.984387	0.984338	0.412714	0.984375	0.984366	0.984375	0.984383	0.336344	0.98389	0.983899	0.984375	0.98432	0.984375	0.984382	0.551258	0.317996	0.984375	0.984414	0.984308	0.984375	0.984358	
40	0.984375	0.984375	0.984376	0.983886	0.381529	0.361864	0.984398	0.982975	0.984375	0.984375	0.984375	0.984372	0.984375	0.983881	0.984375	0.984382	0.984375	0.984416	0.984375	0.98435	0.984375	0.984375	0.983398	0.984375	0.518912	
41	0.984375	0.984383	0.984375	0.984742	0.983893	0.983917	0.984206	0.984454	0.984375	0.443924	0.984375	0.984338	0.317399	0.984237	0.419862	0.984375	0.984423	0.984375	0.984375	0.984375	0.983877	0.984375	0.946372	0.984351	0.984375	
42	0.983844	0.307027	0.984375	0.984353	0.984439	0.984375	0.984404	0.984231	0.984302	0.984196	0.984341	0.983755	0.984316	0.984375	0.348521	0.984375	0.984379	0.984375	0.337315	0.983888	0.984416	0.984383	0.983884	0.984375	0.471742	
43	0.983892	0.983881	0.347577	0.984375	0.983429	0.984375	0.432716	0.448334	0.984419	0.516006	0.984375	0.292965	0.983885	0.984375	0.984375	0.98433	0.983883	0.984375	0.984394	0.984375	0.510362	0.984433	0.984374	0.984375	0.510733	
44	0.333003	0.984382	0.983879	0.420975	0.984424	0.984375	0.365181	0.984375	0.983875	0.984375	0.357588	0.984375	0.984392	0.983877	0.983888	0.984323	0.984367	0.984375	0.984375	0.984375	0.984375	0.983967	0.984067	0.984337	0.625616	
45	0.984424	0.984375	0.984274	0.984395	0.984391	0.984375	0.9838	0.984375	0.984375	0.984375	0.361796	0.447719	0.352205	0.984348	0.31361	0.343262	0.984391	0.984385	0.341586	0.984361	0.983402	0.984375	0.983877	0.357474	0.502474	
46	0.984403	0.984373	0.984488	0.359375	0.984414	0.984489	0.984375	0.984375	0.467348	0.420118	0.984375	0.984375	0.984326	0.983832	0.983878	0.983885	0.385636	0.935017	0.983892	0.983401	0.984375	0.983969	0.984375	0.983862	0.983893	
47	0.984361	0.984402	0.984375	0.346141	0.357376	0.984265	0.338414	0.984427	0.520942	0.983871	0.984375	0.376436	0.983888	0.983884	0.374186	0.333322	0.437461	0.454103	0.984361	0.983847	0.367951	0.466403	0.363766	0.984328	0.984335	
48	0.327741	0.448653	0.35689	0.984371	0.345217	0.984375	0.984366	0.98431	0.381935	0.983884	0.984375	0.984375	0.425425	0.984375	0.984375	0.983891	0.984276	0.984329	0.983897	0.984375	0.982559	0.984375	0.98443	0.984375	0.983875	
49	0.342798	0.984375	0.984375	0.984375	0.984266	0.983881	0.984214	0.984375	0.984361	0.984269	0.984375	0.984375	0.983886	0.290109	
