0.01	 -inf	 2.07837e-07	 1.67447e-06	 1.48436e-06	 1.0428e-07	 9.13176e-05	 1.49833e-05	 1.12526e-06	 8.3388e-07	 0
0.51	 -inf	 1.56306e-07	 1.67308e-06	 1.48641e-06	 1.03834e-07	 9.13105e-05	 1.49831e-05	 1.12526e-06	 8.3388e-07	 0
1.01	 -inf	 1.10221e-07	 1.67e-06	 1.4919e-06	 1.02572e-07	 9.12897e-05	 1.49826e-05	 1.12526e-06	 8.3388e-07	 0
1.51	 -inf	 1.04361e-07	 1.66724e-06	 1.49956e-06	 1.00604e-07	 9.12553e-05	 1.49817e-05	 1.12525e-06	 8.33881e-07	 0
2.01	 -inf	 1.37554e-07	 1.66653e-06	 1.50756e-06	 9.80927e-08	 9.12074e-05	 1.49805e-05	 1.12524e-06	 8.33882e-07	 0
2.51	 -inf	 1.99984e-07	 1.66833e-06	 1.51392e-06	 9.52225e-08	 9.1146e-05	 1.49789e-05	 1.12523e-06	 8.33883e-07	 0
3.01	 -inf	 1.80103e-07	 1.67154e-06	 1.51701e-06	 9.21752e-08	 9.10713e-05	 1.4977e-05	 1.12522e-06	 8.33884e-07	 0
3.51	 -inf	 1.21541e-07	 1.67414e-06	 1.51603e-06	 8.91135e-08	 9.09836e-05	 1.49747e-05	 1.12521e-06	 8.33886e-07	 0
4.01	 -inf	 1.02149e-07	 1.67444e-06	 1.51124e-06	 8.61726e-08	 9.0883e-05	 1.49721e-05	 1.12519e-06	 8.33886e-07	 0
4.51001	 -inf	 1.21105e-07	 1.67219e-06	 1.50387e-06	 8.34573e-08	 9.07697e-05	 1.49691e-05	 1.12518e-06	 8.33888e-07	 0
5.01002	 -inf	 1.79362e-07	 1.66882e-06	 1.49581e-06	 8.10452e-08	 9.0644e-05	 1.49657e-05	 1.12515e-06	 8.33889e-07	 0
5.51003	 -inf	 2.0048e-07	 1.66647e-06	 1.48902e-06	 7.89908e-08	 9.05064e-05	 1.4962e-05	 1.12513e-06	 8.33891e-07	 0
6.01004	 -inf	 1.38154e-07	 1.66665e-06	 1.48511e-06	 7.73313e-08	 9.03569e-05	 1.49578e-05	 1.12511e-06	 8.33892e-07	 0
6.51005	 -inf	 1.04497e-07	 1.66926e-06	 1.48496e-06	 7.60903e-08	 9.01959e-05	 1.49533e-05	 1.12508e-06	 8.33894e-07	 0
7.01007	 -inf	 1.09938e-07	 1.67272e-06	 1.48856e-06	 7.52824e-08	 9.00238e-05	 1.49485e-05	 1.12505e-06	 8.33896e-07	 0
7.51008	 -inf	 1.55584e-07	 1.67487e-06	 1.49506e-06	 7.49155e-08	 8.98409e-05	 1.49432e-05	 1.12502e-06	 8.33899e-07	 0
8.01009	 -inf	 2.07827e-07	 1.67429e-06	 1.50294e-06	 7.4993e-08	 8.96477e-05	 1.49375e-05	 1.12498e-06	 8.33901e-07	 0
8.5101	 -inf	 1.59696e-07	 1.67127e-06	 1.5103e-06	 7.55143e-08	 8.94446e-05	 1.49315e-05	 1.12495e-06	 8.33904e-07	 0
9.01011	 -inf	 1.11535e-07	 1.66768e-06	 1.5153e-06	 7.64747e-08	 8.9232e-05	 1.4925e-05	 1.12491e-06	 8.33907e-07	 0
9.51012	 -inf	 1.03725e-07	 1.6658e-06	 1.51666e-06	 7.78641e-08	 8.90102e-05	 1.49182e-05	 1.12487e-06	 8.3391e-07	 0
10.0101	 -inf	 1.34798e-07	 1.66683e-06	 1.51403e-06	 7.96654e-08	 8.87798e-05	 1.49109e-05	 1.12483e-06	 8.33914e-07	 0
10.5101	 -inf	 1.97573e-07	 1.67014e-06	 1.50814e-06	 8.18509e-08	 8.85413e-05	 1.49033e-05	 1.12478e-06	 8.33917e-07	 0
11.0102	 -inf	 1.83553e-07	 1.67365e-06	 1.50052e-06	 8.43784e-08	 8.8295e-05	 1.48953e-05	 1.12473e-06	 8.33921e-07	 0
11.5102	 -inf	 1.23622e-07	 1.67524e-06	 1.49306e-06	 8.71858e-08	 8.80415e-05	 1.48869e-05	 1.12468e-06	 8.33924e-07	 0
12.0102	 -inf	 1.02174e-07	 1.67389e-06	 1.48755e-06	 9.01866e-08	 8.77812e-05	 1.48781e-05	 1.12463e-06	 8.33927e-07	 0
12.5102	 -inf	 1.19114e-07	 1.67036e-06	 1.48529e-06	 9.32657e-08	 8.75147e-05	 1.4869e-05	 1.12457e-06	 8.33931e-07	 0
13.0102	 -inf	 1.75899e-07	 1.6668e-06	 1.48676e-06	 9.62783e-08	 8.72423e-05	 1.48594e-05	 1.12451e-06	 8.33934e-07	 0
13.5102	 -inf	 2.02673e-07	 1.66547e-06	 1.49157e-06	 9.90535e-08	 8.69646e-05	 1.48495e-05	 1.12445e-06	 8.33938e-07	 0
14.0102	 -inf	 1.41021e-07	 1.66725e-06	 1.49857e-06	 1.01406e-07	 8.66822e-05	 1.48391e-05	 1.12439e-06	 8.33942e-07	 0
14.5102	 -inf	 1.05185e-07	 1.6711e-06	 1.50607e-06	 1.03158e-07	 8.63953e-05	 1.48284e-05	 1.12433e-06	 8.33946e-07	 0
15.0102	 -inf	 1.08679e-07	 1.67467e-06	 1.51222e-06	 1.04161e-07	 8.61047e-05	 1.48174e-05	 1.12426e-06	 8.3395e-07	 0
